Name,ES,EN,PT,DE,FR,IT
330,NAIPE,PLAYING CARD,CARTA DE BARALHO,SPIELKARTE,CARTE À JOUER,CARTA DA GIOCO
331,OSITO DE PELUCHE,TEDDY BEAR,URSO DE PELUCIA,TEDDYBÄR,OURS EN PELUCHE,ORSACCHIOTTO
332,PALO DE GOLF,GOLF CLUB,TACO DE GOLFE,GOLFSCHLÄGER,CLUB DE GOLF,MAZZA DA GOLF
333,PALO DE HOCKEY,HOCKEY STICK,TACO DE HOQUEI,HOCKEYSCHLÄGER,CROSSE DE HOCKEY,BASTONE DA HOCKEY
334,PATÍN,ROLLER SKATE,PATINS,ROLLSCHUH,PATIN À ROULETTES,PATTINO
335,PATINES DE HIELO,ICE SKATES,PATINS DE GELO,SCHLITTSCHUHE,PATINS À GLACE,PATTINI DA GHIACCIO
336,PATO DE HULE,RUBBER DUCK,PATINHO DE BORRACHA,GUMMIENTE,CANARD EN PLASTIQUE,PAPERELLA DI GOMMA
337,PELOTA,BALL,BOLA,BALL,BALLE,PALLA
338,PELOTA DE BÁSQUET,BASKETBALL,BOLA DE BASQUETE,BASKETBALL,BALLON DE BASKET,PALLA DA BASKET
339,PELOTA DE PLAYA,BEACH BALL,BOLA DE PRAIA,WASSERBALL,BALLON DE PLAGE,PALLONE DA SPIAGGIA
340,PELOTA DE TENIS,TENNIS BALL,BOLA DE TENIS,TENNISBALL,BALLE DE TENNIS,PALLA DA TENNIS
341,PORTERÍA DE FÚTBOL,SOCCER GOAL,TRAVE DE FUTEBOL,FUSSBALLTOR,BUT DE FOOTBALL,PORTA DA CALCIO
342,RAQUETA,RACKET,RAQUETE,SCHLÄGER,RAQUETTE,RACCHETTA
343,RED,NET,REDE,NETZ,FILET,RETE
344,ROMPECABEZAS,JIGSAW PUZZLE,QUEBRA CABECA,PUZZLE,PUZZLE,PUZZLE
345,TABLA DE SURF,SURFBOARD,PRANCHA DE SURFE,SURFBRETT,PLANCHE DE SURF,TAVOLA DA SURF
346,TABLERO DE AJEDREZ,CHESSBOARD,TABULEIRO DE XADREZ,SCHACHBRETT,ÉCHIQUIER,SCACCHIERA
347,TREN DE JUGUETE,TOY TRAIN,TREM DE BRINQUEDO,SPIELZEUGZUG,TRAIN JOUET,TRENINO
348,TROFEO,TROPHY,TROFEU,POKAL,TROPHÉE,TROFEO
349,TROMPO,SPINNING TOP,PIAO,KREISEL,TOUPIE,TROTTOLA
350,YOYO,YOYO,IOIO,JOJO,YOYO,YOYO
351,AEROPUERTO,AIRPORT,AEROPORTO,FLUGHAFEN,AÉROPORT,AEROPORTO
352,BANCO,BANK,BANCO,BANK,BANQUE,BANCA
353,BIBLIOTECA,LIBRARY,BIBLIOTECA,BIBLIOTHEK,BIBLIOTHÈQUE,BIBLIOTECA
354,BODEGA,WAREHOUSE,ARMAZEM,LAGERHAUS,ENTREPÔT,MAGAZZINO
355,CABAÑA,CABIN,CABANA,HÜTTE,CABANE,CAPANNA
356,CAPILLA,CHAPEL,CAPELA,KAPELLE,CHAPELLE,CAPPELLA
357,CÁRCEL,JAIL,PRISAO,GEFÄNGNIS,PRISON,PRIGIONE
358,CARNICERÍA,BUTCHER SHOP,ACOUGUE,METZGEREI,BOUCHERIE,MACELLERIA
359,CASA,HOUSE,CASA,HAUS,MAISON,CASA
360,CHOZA,HUT,CHOCA,HÜTTE,HUTTE,CAPANNA
361,CINE,CINEMA,CINEMA,KINO,CINÉMA,CINEMA
362,CORREO,POST OFFICE,CORREIO,POSTAMT,BUREAU DE POSTE,UFFICIO POSTALE
363,CUARTEL,BARRACKS,QUARTEL,KASERNE,CASERNE,CASERMA
364,ESCUELA,SCHOOL,ESCOLA,SCHULE,ÉCOLE,SCUOLA
365,ESTABLO,STABLE,ESTABULO,STALL,ÉCURIE,STALLA
366,ESTACIÓN DE TREN,TRAIN STATION,ESTACAO DE TREM,BAHNHOF,GARE,STAZIONE
367,FÁBRICA,FACTORY,FABRICA,FABRIK,USINE,FABBRICA
368,FARMACIA,PHARMACY,FARMACIA,APOTHEKE,PHARMACIE,FARMACIA
369,GARAJE,GARAGE,GARAGEM,GARAGE,GARAGE,GARAGE
370,GASOLINERA,GAS STATION,POSTO DE GASOLINA,TANKSTELLE,STATION-SERVICE,DISTRIBUTORE
371,GRANJA,FARM,FAZENDA,BAUERNHOF,FERME,FATTORIA
372,HOSPITAL,HOSPITAL,HOSPITAL,KRANKENHAUS,HÔPITAL,OSPEDALE
373,IGLÚ,IGLOO,IGLU,IGLU,IGLOO,IGLU
374,INVERNADERO,GREENHOUSE,ESTUFA,GEWÄCHSHAUS,SERRE,SERRA
375,MERCADO,MARKET,MERCADO,MARKT,MARCHÉ,MERCATO
376,MEZQUITA,MOSQUE,MESQUITA,MOSCHEE,MOSQUÉE,MOSCHEA
377,MUSEO,MUSEUM,MUSEU,MUSEUM,MUSÉE,MUSEO
378,PAGODA,PAGODA,PAGODE,PAGODE,PAGODE,PAGODA
379,PANADERÍA,BAKERY,PADARIA,BÄCKEREI,BOULANGERIE,PANIFICIO
380,RASCACIELOS,SKYSCRAPER,ARRANHA CEU,WOLKENKRATZER,GRATTE-CIEL,GRATTACIELO
381,SINAGOGA,SYNAGOGUE,SINAGOGA,SYNAGOGE,SYNAGOGUE,SINAGOGA
382,SUPERMERCADO,SUPERMARKET,SUPERMERCADO,SUPERMARKT,SUPERMARCHÉ,SUPERMERCATO
383,TEATRO,THEATER,TEATRO,THEATER,THÉÂTRE,TEATRO
384,TIENDA DE CAMPAÑA,TENT,BARRACA,ZELT,TENTE,TENDA
385,UNIVERSIDAD,UNIVERSITY,UNIVERSIDADE,UNIVERSITÄT,UNIVERSITÉ,UNIVERSITÀ
386,ARCOÍRIS,RAINBOW,ARCO IRIS,REGENBOGEN,ARC-EN-CIEL,ARCOBALENO
387,AURORA BOREAL,AURORA,AURORA BOREAL,POLARLICHT,AURORE BORÉALE,AURORA BOREALE
388,AVALANCHA,AVALANCHE,AVALANCHE,LAWINE,AVALANCHE,VALANGA
389,CASCADA,WATERFALL,CACHOEIRA,WASSERFALL,CASCADE,CASCATA
390,ECLIPSE,ECLIPSE,ECLIPSE,FINSTERNIS,ÉCLIPSE,ECLISSI
391,ERUPCIÓN,ERUPTION,ERUPCAO,ERUPTION,ÉRUPTION,ERUZIONE
392,ESCARCHA,FROST,GEADA,FROST,GIVRE,BRINA
393,ESTALACTITA,STALACTITE,ESTALACTITE,STALAKTIT,STALACTITE,STALATTITE
394,ESTALAGMITA,STALAGMITE,ESTALAGMITE,STALAGMIT,STALAGMITE,STALAGMITE
395,ESTRELLA FUGAZ,SHOOTING STAR,ESTRELA CADENTE,STERNSCHNUPPE,ÉTOILE FILANTE,STELLA CADENTE
396,GÉISER,GEYSER,GEISER,GEYSIR,GEYSER,GEYSER
397,GLACIAR,GLACIER,GELEIRA,GLETSCHER,GLACIER,GHIACCIAIO
398,GRANIZO,HAIL,GRANIZO,HAGEL,GRÊLE,GRANDINE
399,HURACÁN,HURRICANE,FURACAO,HURRIKAN,OURAGAN,URAGANO
400,LLUVIA,RAIN,CHUVA,REGEN,PLUIE,PIOGGIA
401,LLUVIA DE METEORITOS,METEOR SHOWER,CHUVA DE METEOROS,METEORSCHAUER,PLUIE DE MÉTÉORES,PIOGGIA DI METEORE
402,MAREA,TIDE,MARE,GEZEITEN,MARÉE,MAREA
403,NEVADA,SNOWFALL,NEVASCA,SCHNEEFALL,CHUTE DE NEIGE,NEVICATA
404,NIEBLA,FOG,NEBLINA,NEBEL,BROUILLARD,NEBBIA
405,NUBE,CLOUD,NUVEM,WOLKE,NUAGE,NUVOLA
406,OASIS,OASIS,OASIS,OASE,OASIS,OASI
407,RAYO,LIGHTNING,RAIO,BLITZ,FOUDRE,FULMINE
408,REMOLINO,WHIRLPOOL,REDEMOINHO,STRUDEL,TOURBILLON,VORTICE
409,ROCÍO,DEW,ORVALHO,TAU,ROSÉE,RUGIADA
410,TERREMOTO,EARTHQUAKE,TERREMOTO,ERDBEBEN,TREMBLEMENT DE TERRE,TERREMOTO
411,TORMENTA DE ARENA,SANDSTORM,TEMPESTADE DE AREIA,SANDSTURM,TEMPÊTE DE SABLE,TEMPESTA DI SABBIA
412,TORNADO,TORNADO,TORNADO,TORNADO,TORNADE,TORNADO
413,TRUENO,THUNDER,TROVAO,DONNER,TONNERRE,TUONO
414,TSUNAMI,TSUNAMI,TSUNAMI,TSUNAMI,TSUNAMI,TSUNAMI
415,VENTISCA,BLIZZARD,NEVASCA FORTE,SCHNEESTURM,BLIZZARD,BUFERA DI NEVE
416,VOLCÁN,VOLCANO,VULCAO,VULKAN,VOLCAN,VULCANO
417,ABRELATAS,CAN OPENER,ABRIDOR DE LATAS,DOSENÖFFNER,OUVRE-BOÎTE,APRISCATOLE
418,ALICATE,PLIERS,ALICATE,ZANGE,PINCE,PINZA
419,CADENA,CHAIN,CORRENTE,KETTE,CHAÎNE,CATENA
420,CINTA MÉTRICA,TAPE MEASURE,FITA METRICA,MASSBAND,MÈTRE RUBAN,METRO A NASTRO
421,CLAVO,NAIL,PREGO,NAGEL,CLOU,CHIODO
422,CORTAÚÑAS,NAIL CLIPPER,CORTADOR DE UNHAS,NAGELKNIPSER,COUPE-ONGLES,TAGLIAUNGHIE
423,CUERDA,ROPE,CORDA,SEIL,CORDE,CORDA
424,DESTAPADOR,BOTTLE OPENER,ABRIDOR DE GARRAFAS,FLASCHENÖFFNER,DÉCAPSULEUR,APRIBOTTIGLIE
425,DESTORNILLADOR,SCREWDRIVER,CHAVE DE FENDA,SCHRAUBENZIEHER,TOURNEVIS,CACCIAVITE
426,ESCALERA,LADDER,ESCADA,LEITER,ÉCHELLE,SCALA
427,GATO HIDRÁULICO,CAR JACK,MACACO HIDRAULICO,WAGENHEBER,CRIC,CRIC
428,HACHA,AXE,MACHADO,AXT,HACHE,ASCIA
429,IMÁN,MAGNET,IMA,MAGNET,AIMANT,CALAMITA
430,LIJA,SANDPAPER,LIXA,SCHLEIFPAPIER,PAPIER DE VERRE,CARTA VETRATA
431,LIMA,FILE,LIMA,FEILE,LIME,LIMA
432,LLAVE INGLESA,WRENCH,CHAVE INGLESA,SCHRAUBENSCHLÜSSEL,CLÉ ANGLAISE,CHIAVE INGLESE
433,MANGUERA,HOSE,MANGUEIRA,SCHLAUCH,TUYAU,TUBO
434,MARTILLO,HAMMER,MARTELO,HAMMER,MARTEAU,MARTELLO
435,MOTOSIERRA,CHAINSAW,MOTOSSERRA,KETTENSÄGE,TRONÇONNEUSE,MOTOSEGA
436,NIVEL,SPIRIT LEVEL,NIVEL,WASSERWAAGE,NIVEAU,LIVELLA
437,PALA,SHOVEL,PA,SCHAUFEL,PELLE,PALA
438,PINCEL,PAINTBRUSH,PINCEL,PINSEL,PINCEAU,PENNELLO
439,PODADORA,LAWNMOWER,CORTADOR DE GRAMA,RASENMÄHER,TONDEUSE,TOSAERBA
440,RASTRILLO,RAKE,ANCINHO,RECHEN,RÂTEAU,RASTRELLO
441,REGADERA,WATERING CAN,REGADOR,GIESSKANNE,ARROSOIR,ANNAFFIATOIO
442,RODILLO,PAINT ROLLER,ROLO DE PINTURA,FARBROLLER,ROULEAU À PEINTURE,RULLO
443,SIERRA,SAW,SERRA,SÄGE,SCIE,SEGA
444,SOPLETE,BLOWTORCH,MACARICO,LÖTLAMPE,CHALUMEAU,CANNELLO
445,TALADRO,DRILL,FURADEIRA,BOHRER,PERCEUSE,TRAPANO
446,TENAZA,TONGS,TENAZ,KNEIFZANGE,TENAILLE,TENAGLIA
447,TORNILLO,SCREW,PARAFUSO,SCHRAUBE,VIS,VITE
448,TUERCA,NUT,PORCA,MUTTER,ÉCROU,DADO
449,YUNQUE,ANVIL,BIGORNA,AMBOSS,ENCLUME,INCUDINE
450,ACORDEÓN,ACCORDION,ACORDEAO,AKKORDEON,ACCORDÉON,FISARMONICA
451,AMPLIFICADOR,AMPLIFIER,AMPLIFICADOR,VERSTÄRKER,AMPLIFICATEUR,AMPLIFICATORE
452,ARMÓNICA,HARMONICA,GAITA,MUNDHARMONIKA,HARMONICA,ARMONICA
453,ARPA,HARP,HARPA,HARFE,HARPE,ARPA
454,ATRIL,MUSIC STAND,ESTANTE DE PARTITURA,NOTENSTÄNDER,PUPITRE,LEGGIO
455,BANJO,BANJO,BANJO,BANJO,BANJO,BANJO
456,BATERÍA,DRUM KIT,BATERIA,SCHLAGZEUG,BATTERIE,BATTERIA
457,BONGO,BONGO,BONGO,BONGO,BONGO,BONGO
458,CAMPANA,BELL,SINO,GLOCKE,CLOCHE,CAMPANA
459,CASTAÑUELAS,CASTANETS,CASTANHOLAS,KASTAGNETTEN,CASTAGNETTES,NACCHERE
460,CLARINETE,CLARINET,CLARINETE,KLARINETTE,CLARINETTE,CLARINETTO
461,CONTRABAJO,DOUBLE BASS,CONTRABAIXO,KONTRABASS,CONTREBASSE,CONTRABBASSO
462,CORNETA,BUGLE,CORNETA,SIGNALHORN,CLAIRON,CORNETTA
463,CUERNO,HORN,CHIFRE,HORN,COR,CORNO
464,DIDGERIDOO,DIDGERIDOO,DIDGERIDOO,DIDGERIDOO,DIDGERIDOO,DIDGERIDOO
465,FLAUTA,FLUTE,FLAUTA,FLÖTE,FLÛTE,FLAUTO
466,GAITA,BAGPIPES,GAITA DE FOLES,DUDELSACK,CORNEMUSE,CORNAMUSA
467,GUITARRA,GUITAR,VIOLAO,GITARRE,GUITARE,CHITARRA
468,MARACAS,MARACAS,MARACAS,MARACAS,MARACAS,MARACAS
469,METRÓNOMO,METRONOME,METRONOMO,METRONOM,MÉTRONOME,METRONOMO
470,ÓRGANO,ORGAN,ORGAO,ORGEL,ORGUE,ORGANO
471,PANDERETA,TAMBOURINE,PANDEIRO,TAMBURIN,TAMBOURIN,TAMBURELLO
472,PIANO,PIANO,PIANO,KLAVIER,PIANO,PIANOFORTE
473,SAXOFÓN,SAXOPHONE,SAXOFONE,SAXOFON,SAXOPHONE,SASSOFONO
474,TAMBOR,DRUM,TAMBOR,TROMMEL,TAMBOUR,TAMBURO
475,TIMBAL,TIMPANI,TIMPANO,PAUKE,TIMBALE,TIMPANO
476,TRIÁNGULO,TRIANGLE,TRIANGULO,TRIANGEL,TRIANGLE,TRIANGOLO
477,TROMBÓN,TROMBONE,TROMBONE,POSAUNE,TROMBONE,TROMBONE
478,TROMPETA,TRUMPET,TROMPETE,TROMPETE,TROMPETTE,TROMBA
479,TUBA,TUBA,TUBA,TUBA,TUBA,TUBA
480,UKELELE,UKULELE,UCULELE,UKULELE,UKULÉLÉ,UKULELE
481,VIOLÍN,VIOLIN,VIOLINO,GEIGE,VIOLON,VIOLINO
482,VIOLONCHELO,CELLO,VIOLONCELO,CELLO,VIOLONCELLE,VIOLONCELLO
483,XILÓFONO,XYLOPHONE,XILOFONE,XYLOFON,XYLOPHONE,XILOFONO
484,ACANTILADO,CLIFF,PENHASCO,KLIPPE,FALAISE,SCOGLIERA
485,ARRECIFE,REEF,RECIFE,RIFF,RÉCIF,SCOGLIERA
486,BOSQUE,FOREST,FLORESTA,WALD,FORÊT,FORESTA
487,CATARATA,WATERFALL,CATARATA,WASSERFALL,CASCADE,CASCATA
488,CAVERNA,CAVERN,CAVERNA,HÖHLE,CAVERNE,CAVERNA
489,COLINA,HILL,COLINA,HÜGEL,COLLINE,COLLINA
490,CUEVA,CAVE,GRUTA,GROTTE,GROTTE,GROTTA
491,DELTA,DELTA,DELTA,DELTA,DELTA,DELTA
492,DESIERTO,DESERT,DESERTO,WÜSTE,DÉSERT,DESERTO
493,DUNA,DUNE,DUNA,DÜNE,DUNE,DUNA
494,ESTEPA,STEPPE,ESTEPE,STEPPE,STEPPE,STEPPA
495,FIORDO,FJORD,FIORDE,FJORD,FJORD,FIORDO
496,GRUTA,GROTTO,GRUTA,GROTTE,GROTTE,GROTTA
497,ISLA,ISLAND,ILHA,INSEL,ÎLE,ISOLA
498,LAGO,LAKE,LAGO,SEE,LAC,LAGO
499,LAGUNA,LAGOON,LAGOA,LAGUNE,LAGUNE,LAGUNA
500,MANANTIAL,SPRING,NASCENTE,QUELLE,SOURCE,SORGENTE
501,MAR,SEA,MAR,MEER,MER,MARE
502,MONTAÑA,MOUNTAIN,MONTANHA,BERG,MONTAGNE,MONTAGNA
503,OCÉANO,OCEAN,OCEANO,OZEAN,OCÉAN,OCEANO
504,PANTANO,SWAMP,PANTANO,SUMPF,MARAIS,PALUDE
505,PENÍNSULA,PENINSULA,PENINSULA,HALBINSEL,PÉNINSULE,PENISOLA
506,PLAYA,BEACH,PRAIA,STRAND,PLAGE,SPIAGGIA
507,PRADERA,MEADOW,PRADARIA,WIESE,PRAIRIE,PRATERIA
508,RÍO,RIVER,RIO,FLUSS,RIVIÈRE,FIUME
509,SABANA,SAVANNA,SAVANA,SAVANNE,SAVANE,SAVANA
510,SELVA,JUNGLE,SELVA,DSCHUNGEL,JUNGLE,GIUNGLA
511,TUNDRA,TUNDRA,TUNDRA,TUNDRA,TOUNDRA,TUNDRA
512,VALLE,VALLEY,VALE,TAL,VALLÉE,VALLE
513,ACUEDUCTO,AQUEDUCT,AQUEDUTO,AQUÄDUKT,AQUEDUC,ACQUEDOTTO
514,ANFITEATRO,AMPHITHEATER,ANFITEATRO,AMPHITHEATER,AMPHITHÉÂTRE,ANFITEATRO
515,ARCO DEL TRIUNFO,ARC DE TRIOMPHE,ARCO DO TRIUNFO,TRIUMPHBOGEN,ARC DE TRIOMPHE,ARCO DI TRIONFO
516,BIG BEN,BIG BEN,BIG BEN,BIG BEN,BIG BEN,BIG BEN
517,CASTILLO,CASTLE,CASTELO,SCHLOSS,CHÂTEAU,CASTELLO
518,CATEDRAL,CATHEDRAL,CATEDRAL,KATHEDRALE,CATHÉDRALE,CATTEDRALE
519,COLISEO,COLOSSEUM,COLISEU,KOLOSSEUM,COLISÉE,COLOSSEO
520,CRISTO REDENTOR,CHRIST THE REDEEMER,CRISTO REDENTOR,CHRISTUSSTATUE,CHRIST RÉDEMPTEUR,CRISTO REDENTORE
521,ESTADIO,STADIUM,ESTADIO,STADION,STADE,STADIO
522,ESTATUA,STATUE,ESTATUA,STATUE,STATUE,STATUA
523,ESTATUA DE LA LIBERTAD,STATUE OF LIBERTY,ESTATUA DA LIBERDADE,FREIHEITSSTATUE,STATUE DE LA LIBERTÉ,STATUA DELLA LIBERTÀ
524,FARO,LIGHTHOUSE,FAROL,LEUCHTTURM,PHARE,FARO
525,FUENTE,FOUNTAIN,FONTE,BRUNNEN,FONTAINE,FONTANA
526,IGLESIA,CHURCH,IGREJA,KIRCHE,ÉGLISE,CHIESA
527,MACHU PICCHU,MACHU PICCHU,MACHU PICCHU,MACHU PICCHU,MACHU PICCHU,MACHU PICCHU
528,MIRADOR,LOOKOUT,MIRANTE,AUSSICHTSPUNKT,BELVÉDÈRE,BELVEDERE
529,MOLINO DE VIENTO,WINDMILL,MOINHO DE VENTO,WINDMÜHLE,MOULIN À VENT,MULINO A VENTO
530,MONTE RUSHMORE,MOUNT RUSHMORE,MONTE RUSHMORE,MOUNT RUSHMORE,MONT RUSHMORE,MONTE RUSHMORE
531,MUELLE,PIER,CAIS,STEG,QUAI,MOLO
532,MURALLA CHINA,GREAT WALL OF CHINA,MURALHA DA CHINA,CHINESISCHE MAUER,GRANDE MURAILLE,GRANDE MURAGLIA
533,OBELISCO,OBELISK,OBELISCO,OBELISK,OBÉLISQUE,OBELISCO
534,PALACIO,PALACE,PALACIO,PALAST,PALAIS,PALAZZO
535,PARQUE,PARK,PARQUE,PARK,PARC,PARCO
536,PIRÁMIDE,PYRAMID,PIRAMIDE,PYRAMIDE,PYRAMIDE,PIRAMIDE
537,PLAZA,PLAZA,PRACA,PLATZ,PLACE,PIAZZA
538,PUENTE,BRIDGE,PONTE,BRÜCKE,PONT,PONTE
539,PUERTO,HARBOR,PORTO,HAFEN,PORT,PORTO
540,RUINAS,RUINS,RUINAS,RUINEN,RUINES,ROVINE
541,TAJ MAHAL,TAJ MAHAL,TAJ MAHAL,TAJ MAHAL,TAJ MAHAL,TAJ MAHAL
542,TEMPLO,TEMPLE,TEMPLO,TEMPEL,TEMPLE,TEMPIO
543,TORRE DE CONTROL,CONTROL TOWER,TORRE DE CONTROLE,KONTROLLTURM,TOUR DE CONTRÔLE,TORRE DI CONTROLLO
544,TORRE DE PISA,LEANING TOWER OF PISA,TORRE DE PISA,TURM VON PISA,TOUR DE PISE,TORRE DI PISA
545,TORRE EIFFEL,EIFFEL TOWER,TORRE EIFFEL,EIFFELTURM,TOUR EIFFEL,TORRE EIFFEL
546,ABANICO,HAND FAN,LEQUE,FÄCHER,ÉVENTAIL,VENTAGLIO
547,ALFOMBRA,CARPET,TAPETE,TEPPICH,TAPIS,TAPPETO
548,ALMOHADA,PILLOW,TRAVESSEIRO,KISSEN,OREILLER,CUSCINO
549,ANTEOJOS,GLASSES,OCULOS,BRILLE,LUNETTES,OCCHIALI
550,ARMARIO,WARDROBE,GUARDA ROUPA,KLEIDERSCHRANK,ARMOIRE,ARMADIO
551,ASPIRADORA,VACUUM CLEANER,ASPIRADOR,STAUBSAUGER,ASPIRATEUR,ASPIRAPOLVERE
552,BALDE,BUCKET,BALDE,EIMER,SEAU,SECCHIO
553,BASURERO,TRASH CAN,LIXEIRA,MÜLLEIMER,POUBELLE,CESTINO
554,BATIDOR,WHISK,BATEDOR,SCHNEEBESEN,FOUET,FRUSTA
555,BAÚL,CHEST,BAU,TRUHE,COFFRE,BAULE
556,BILLETERA,WALLET,CARTEIRA,GELDBÖRSE,PORTEFEUILLE,PORTAFOGLIO
557,BOLSO,BAG,BOLSA,TASCHE,SAC,BORSA
558,BOTELLA,BOTTLE,GARRAFA,FLASCHE,BOUTEILLE,BOTTIGLIA
559,CAJA,BOX,CAIXA,SCHACHTEL,BOÎTE,SCATOLA
560,CALEFACTOR,HEATER,AQUECEDOR,HEIZUNG,RADIATEUR,STUFA
561,CAMA,BED,CAMA,BETT,LIT,LETTO
562,CANDADO,PADLOCK,CADEADO,VORHÄNGESCHLOSS,CADENAS,LUCCHETTO
563,CARTERA,PURSE,BOLSA DE MAO,HANDTASCHE,SAC À MAIN,BORSETTA
564,CEPILLO,BRUSH,ESCOVA,BÜRSTE,BROSSE,SPAZZOLA
565,CHIMENEA,FIREPLACE,LAREIRA,KAMIN,CHEMINÉE,CAMINO
566,COLADOR,STRAINER,COADOR,SIEB,PASSOIRE,COLINO
567,CORTINA,CURTAIN,CORTINA,VORHANG,RIDEAU,TENDA
568,CUADRO,PAINTING,QUADRO,GEMÄLDE,TABLEAU,QUADRO
569,CUCHARA,SPOON,COLHER,LÖFFEL,CUILLÈRE,CUCCHIAIO
570,CUCHILLO,KNIFE,FACA,MESSER,COUTEAU,COLTELLO
571,ESCOBA,BROOM,VASSOURA,BESEN,BALAI,SCOPA
572,ESPÁTULA,SPATULA,ESPATULA,SPATEL,SPATULE,SPATOLA
573,ESPEJO,MIRROR,ESPELHO,SPIEGEL,MIROIR,SPECCHIO
574,ESTANTE,SHELF,PRATELEIRA,REGAL,ÉTAGÈRE,SCAFFALE
575,FLORERO,VASE,VASO,VASE,VASE,VASO
576,FRASCO,JAR,POTE,GLAS,BOCAL,BARATTOLO
577,HELADERA,FRIDGE,GELADEIRA,KÜHLSCHRANK,RÉFRIGÉRATEUR,FRIGORIFERO
578,HORNO,OVEN,FORNO,OFEN,FOUR,FORNO
579,JABÓN,SOAP,SABAO,SEIFE,SAVON,SAPONE
580,JARRA,PITCHER,JARRA,KRUG,CRUCHE,BROCCA
581,LÁMPARA,LAMP,LUMINARIA,LAMPE,LAMPE,LAMPADA
582,LATA,CAN,LATA,DOSE,BOÎTE DE CONSERVE,LATTINA
583,LAVARROPAS,WASHING MACHINE,MAQUINA DE LAVAR,WASCHMASCHINE,LAVE-LINGE,LAVATRICE
584,LICUADORA,BLENDER,LIQUIDIFICADOR,MIXER,MIXEUR,FRULLATORE
585,LLAVE,KEY,CHAVE,SCHLÜSSEL,CLÉ,CHIAVE
586,MACETA,FLOWERPOT,VASO DE PLANTA,BLUMENTOPF,POT DE FLEURS,VASO DA FIORI
587,MALETA,SUITCASE,MALA,KOFFER,VALISE,VALIGIA
588,MANTA,BLANKET,COBERTOR,DECKE,COUVERTURE,COPERTA
589,MESA,TABLE,MESA,TISCH,TABLE,TAVOLO
590,MICROONDAS,MICROWAVE,MICRO ONDAS,MIKROWELLE,MICRO-ONDES,MICROONDE
591,MOCHILA,BACKPACK,MOCHILA,RUCKSACK,SAC À DOS,ZAINO
592,MOLDE PARA TORTA,CAKE PAN,FORMA DE BOLO,KUCHENFORM,MOULE À GÂTEAU,STAMPO PER TORTA
593,OLLA,POT,PANELA,TOPF,CASSEROLE,PENTOLA
594,PARAGUAS,UMBRELLA,GUARDA CHUVA,REGENSCHIRM,PARAPLUIE,OMBRELLO
595,PEINE,COMB,PENTE,KAMM,PEIGNE,PETTINE
596,PERCHA,HANGER,CABIDE,KLEIDERBÜGEL,CINTRE,GRUCCIA
597,PLANCHA,IRON,FERRO DE PASSAR,BÜGELEISEN,FER À REPASSER,FERRO DA STIRO
598,PLATO,PLATE,PRATO,TELLER,ASSIETTE,PIATTO
599,PORTARRETRATO,PICTURE FRAME,PORTA RETRATO,BILDERRAHMEN,CADRE PHOTO,CORNICE
600,PUERTA,DOOR,PORTA,TÜR,PORTE,PORTA
601,RALLADOR,GRATER,RALADOR,REIBE,RÂPE,GRATTUGIA
602,RELOJ,CLOCK,RELOGIO,UHR,HORLOGE,OROLOGIO
603,SARTÉN,FRYING PAN,FRIGIDEIRA,BRATPFANNE,POÊLE,PADELLA
604,SILLA,CHAIR,CADEIRA,STUHL,CHAISE,SEDIA
605,SOFÁ,SOFA,SOFA,SOFA,CANAPÉ,DIVANO
606,TABLA DE CORTAR,CUTTING BOARD,TABUA DE CORTE,SCHNEIDEBRETT,PLANCHE À DÉCOUPER,TAGLIERE
607,TAZA,MUG,CANECA,TASSE,TASSE,TAZZA
608,TENDEDERO,CLOTHESLINE,VARAL,WÄSCHELEINE,CORDE À LINGE,STENDINO
609,TENEDOR,FORK,GARFO,GABEL,FOURCHETTE,FORCHETTA
610,TERMO,THERMOS,GARRAFA TERMICA,THERMOSKANNE,THERMOS,THERMOS
611,TIJERA,SCISSORS,TESOURA,SCHERE,CISEAUX,FORBICI
612,TOALLA,TOWEL,TOALHA,HANDTUCH,SERVIETTE,ASCIUGAMANO
613,TOSTADORA,TOASTER,TORRADEIRA,TOASTER,GRILLE-PAIN,TOSTAPANE
614,VASO,GLASS,COPO,BECHER,VERRE,BICCHIERE
615,VELA,CANDLE,VELA,KERZE,BOUGIE,CANDELA
616,VENTANA,WINDOW,JANELA,FENSTER,FENÊTRE,FINESTRA
617,VENTILADOR,FAN,VENTILADOR,VENTILATOR,VENTILATEUR,VENTILATORE
618,BANDERA,FLAG,BANDEIRA,FAHNE,DRAPEAU,BANDIERA
619,BORRADOR,ERASER,BORRACHA,RADIERGUMMI,GOMME,GOMMA
620,CALCULADORA,CALCULATOR,CALCULADORA,TASCHENRECHNER,CALCULATRICE,CALCOLATRICE
621,CARPETA,FOLDER,PASTA,ORDNER,CHEMISE,CARTELLA
622,CLIPS,PAPER CLIPS,CLIPES,BÜROKLAMMERN,TROMBONES,GRAFFETTE
623,CUADERNO,NOTEBOOK,CADERNO,NOTIZBUCH,CAHIER,QUADERNO
624,ESTAMPILLA,STAMP,SELO,BRIEFMARKE,TIMBRE,FRANCOBOLLO
625,GLOBO TERRÁQUEO,GLOBE,GLOBO TERRESTRE,GLOBUS,GLOBE,MAPPAMONDO
626,GRAPADORA,STAPLER,GRAMPEADOR,HEFTGERÄT,AGRAFEUSE,CUCITRICE
