Name,WordEs,WordEn,Category,Difficulty
511,TUNDRA,TUNDRA,LUGARES_FISICOS,3
512,VALLE,VALLEY,LUGARES_FISICOS,2
513,ACUEDUCTO,AQUEDUCT,MONUMENTOS_LUGARES,2
514,ANFITEATRO,AMPHITHEATER,MONUMENTOS_LUGARES,2
515,ARCO DEL TRIUNFO,ARC DE TRIOMPHE,MONUMENTOS_LUGARES,1
516,BIG BEN,BIG BEN,MONUMENTOS_LUGARES,1
517,CASTILLO,CASTLE,MONUMENTOS_LUGARES,1
518,CATEDRAL,CATHEDRAL,MONUMENTOS_LUGARES,2
519,COLISEO,COLOSSEUM,MONUMENTOS_LUGARES,1
520,CRISTO REDENTOR,CHRIST THE REDEEMER,MONUMENTOS_LUGARES,1
521,ESTADIO,STADIUM,MONUMENTOS_LUGARES,1
522,ESTATUA,STATUE,MONUMENTOS_LUGARES,1
523,ESTATUA DE LA LIBERTAD,STATUE OF LIBERTY,MONUMENTOS_LUGARES,1
524,FARO,LIGHTHOUSE,MONUMENTOS_LUGARES,1
525,FUENTE,FOUNTAIN,MONUMENTOS_LUGARES,1
526,IGLESIA,CHURCH,MONUMENTOS_LUGARES,1
527,MACHU PICCHU,MACHU PICCHU,MONUMENTOS_LUGARES,2
528,MIRADOR,LOOKOUT,MONUMENTOS_LUGARES,2
529,MOLINO DE VIENTO,WINDMILL,MONUMENTOS_LUGARES,1
530,MONTE RUSHMORE,MOUNT RUSHMORE,MONUMENTOS_LUGARES,2
531,MUELLE,PIER,MONUMENTOS_LUGARES,2
532,MURALLA CHINA,GREAT WALL OF CHINA,MONUMENTOS_LUGARES,2
533,OBELISCO,OBELISK,MONUMENTOS_LUGARES,1
534,PALACIO,PALACE,MONUMENTOS_LUGARES,2
535,PARQUE,PARK,MONUMENTOS_LUGARES,1
536,PIRAMIDE,PYRAMID,MONUMENTOS_LUGARES,1
537,PLAZA,PLAZA,MONUMENTOS_LUGARES,2
538,PUENTE,BRIDGE,MONUMENTOS_LUGARES,1
539,PUERTO,HARBOR,MONUMENTOS_LUGARES,2
540,RUINAS,RUINS,MONUMENTOS_LUGARES,2
541,TAJ MAHAL,TAJ MAHAL,MONUMENTOS_LUGARES,2
542,TEMPLO,TEMPLE,MONUMENTOS_LUGARES,2
543,TORRE DE CONTROL,CONTROL TOWER,MONUMENTOS_LUGARES,2
544,TORRE DE PISA,LEANING TOWER OF PISA,MONUMENTOS_LUGARES,1
545,TORRE EIFFEL,EIFFEL TOWER,MONUMENTOS_LUGARES,1
546,ABANICO,HAND FAN,OBJETOS_MUEBLES,1
547,ALFOMBRA,CARPET,OBJETOS_MUEBLES,2
548,ALMOHADA,PILLOW,OBJETOS_MUEBLES,1
549,ANTEOJOS,GLASSES,OBJETOS_MUEBLES,1
550,ARMARIO,WARDROBE,OBJETOS_MUEBLES,2
551,ASPIRADORA,VACUUM CLEANER,OBJETOS_MUEBLES,2
552,BALDE,BUCKET,OBJETOS_MUEBLES,1
553,BASURERO,TRASH CAN,OBJETOS_MUEBLES,1
554,BATIDOR,WHISK,OBJETOS_MUEBLES,2
555,BAUL,CHEST,OBJETOS_MUEBLES,2
556,BILLETERA,WALLET,OBJETOS_MUEBLES,2
557,BOLSO,BAG,OBJETOS_MUEBLES,2
558,BOTELLA,BOTTLE,OBJETOS_MUEBLES,1
559,CAJA,BOX,OBJETOS_MUEBLES,1
560,CALEFACTOR,HEATER,OBJETOS_MUEBLES,2
561,CAMA,BED,OBJETOS_MUEBLES,1
562,CANDADO,PADLOCK,OBJETOS_MUEBLES,2
563,CARTERA,PURSE,OBJETOS_MUEBLES,2
564,CEPILLO,BRUSH,OBJETOS_MUEBLES,2
565,CHIMENEA,FIREPLACE,OBJETOS_MUEBLES,1
566,COLADOR,STRAINER,OBJETOS_MUEBLES,1
567,CORTINA,CURTAIN,OBJETOS_MUEBLES,2
568,CUADRO,PAINTING,OBJETOS_MUEBLES,1
569,CUCHARA,SPOON,OBJETOS_MUEBLES,1
570,CUCHILLO,KNIFE,OBJETOS_MUEBLES,1
571,ESCOBA,BROOM,OBJETOS_MUEBLES,1
572,ESPATULA,SPATULA,OBJETOS_MUEBLES,1
573,ESPEJO,MIRROR,OBJETOS_MUEBLES,1
574,ESTANTE,SHELF,OBJETOS_MUEBLES,2
575,FLORERO,VASE,OBJETOS_MUEBLES,2
576,FRASCO,JAR,OBJETOS_MUEBLES,1
577,HELADERA,FRIDGE,OBJETOS_MUEBLES,1
578,HORNO,OVEN,OBJETOS_MUEBLES,1
579,JABON,SOAP,OBJETOS_MUEBLES,1
580,JARRA,PITCHER,OBJETOS_MUEBLES,1
581,LAMPARA,LAMP,OBJETOS_MUEBLES,1
582,LATA,CAN,OBJETOS_MUEBLES,1
583,LAVARROPAS,WASHING MACHINE,OBJETOS_MUEBLES,2
584,LICUADORA,BLENDER,OBJETOS_MUEBLES,2
585,LLAVE,KEY,OBJETOS_MUEBLES,1
586,MACETA,FLOWERPOT,OBJETOS_MUEBLES,2
587,MALETA,SUITCASE,OBJETOS_MUEBLES,1
588,MANTA,BLANKET,OBJETOS_MUEBLES,2
589,MESA,TABLE,OBJETOS_MUEBLES,1
590,MICROONDAS,MICROWAVE,OBJETOS_MUEBLES,2
591,MOCHILA,BACKPACK,OBJETOS_MUEBLES,1
592,MOLDE PARA TORTA,CAKE PAN,OBJETOS_MUEBLES,2
593,OLLA,POT,OBJETOS_MUEBLES,1
594,PARAGUAS,UMBRELLA,OBJETOS_MUEBLES,1
595,PEINE,COMB,OBJETOS_MUEBLES,1
596,PERCHA,HANGER,OBJETOS_MUEBLES,1
597,PLANCHA,IRON,OBJETOS_MUEBLES,1
598,PLATO,PLATE,OBJETOS_MUEBLES,1
599,PORTARRETRATO,PICTURE FRAME,OBJETOS_MUEBLES,2
600,PUERTA,DOOR,OBJETOS_MUEBLES,1
601,RALLADOR,GRATER,OBJETOS_MUEBLES,2
602,RELOJ,CLOCK,OBJETOS_MUEBLES,1
603,SARTEN,FRYING PAN,OBJETOS_MUEBLES,1
604,SILLA,CHAIR,OBJETOS_MUEBLES,1
605,SOFA,SOFA,OBJETOS_MUEBLES,1
606,TABLA DE CORTAR,CUTTING BOARD,OBJETOS_MUEBLES,1
607,TAZA,MUG,OBJETOS_MUEBLES,1
608,TENDEDERO,CLOTHESLINE,OBJETOS_MUEBLES,2
609,TENEDOR,FORK,OBJETOS_MUEBLES,1
610,TERMO,THERMOS,OBJETOS_MUEBLES,1
611,TIJERA,SCISSORS,OBJETOS_MUEBLES,1
612,TOALLA,TOWEL,OBJETOS_MUEBLES,2
613,TOSTADORA,TOASTER,OBJETOS_MUEBLES,2
614,VASO,GLASS,OBJETOS_MUEBLES,1
615,VELA,CANDLE,OBJETOS_MUEBLES,1
616,VENTANA,WINDOW,OBJETOS_MUEBLES,1
617,VENTILADOR,FAN,OBJETOS_MUEBLES,1
618,BANDERA,FLAG,PAPELERIA_OFICINA,1
619,BORRADOR,ERASER,PAPELERIA_OFICINA,1
620,CALCULADORA,CALCULATOR,PAPELERIA_OFICINA,1
621,CARPETA,FOLDER,PAPELERIA_OFICINA,2
622,CLIPS,PAPER CLIPS,PAPELERIA_OFICINA,2
623,CUADERNO,NOTEBOOK,PAPELERIA_OFICINA,1
624,ESTAMPILLA,STAMP,PAPELERIA_OFICINA,2
625,GLOBO TERRAQUEO,GLOBE,PAPELERIA_OFICINA,1
626,GRAPADORA,STAPLER,PAPELERIA_OFICINA,1
627,LAPICERA,PEN,PAPELERIA_OFICINA,1
628,LAPIZ,PENCIL,PAPELERIA_OFICINA,1
629,LIBRO,BOOK,PAPELERIA_OFICINA,1
630,MAPA,MAP,PAPELERIA_OFICINA,2
631,MARCADOR,MARKER,PAPELERIA_OFICINA,1
632,PEGAMENTO,GLUE,PAPELERIA_OFICINA,1
633,REGLA,RULER,PAPELERIA_OFICINA,1
634,RESALTADOR,HIGHLIGHTER,PAPELERIA_OFICINA,2
635,SACAPUNTAS,PENCIL SHARPENER,PAPELERIA_OFICINA,1
636,SOBRE,ENVELOPE,PAPELERIA_OFICINA,2
637,ABETO,FIR TREE,PLANTAS,1
638,ALGA,SEAWEED,PLANTAS,2
639,ALOE,ALOE,PLANTAS,1
640,ARBOL,TREE,PLANTAS,1
641,ARBUSTO,BUSH,PLANTAS,2
642,ARROZ,RICE,PLANTAS,2
643,BAMBU,BAMBOO,PLANTAS,1
644,BELLOTA,ACORN,PLANTAS,2
645,BONSAI,BONSAI,PLANTAS,1
646,BROTE,SPROUT,PLANTAS,2
647,CACTUS,CACTUS,PLANTAS,1
648,CEDRO,CEDAR,PLANTAS,2
649,CLAVEL,CARNATION,PLANTAS,1
650,DIENTE DE LEON,DANDELION,PLANTAS,1
651,ENREDADERA,VINE,PLANTAS,2
652,ESPIGA,WHEAT EAR,PLANTAS,2
653,EUCALIPTO,EUCALYPTUS,PLANTAS,2
654,FLOR,FLOWER,PLANTAS,1
655,GERANIO,GERANIUM,PLANTAS,2
656,GIRASOL,SUNFLOWER,PLANTAS,1
657,HELECHO,FERN,PLANTAS,2
658,HOJA,LEAF,PLANTAS,1
659,HONGO,MUSHROOM,PLANTAS,1
660,JAZMIN,JASMINE,PLANTAS,2
661,JUNCO,REED,PLANTAS,2
662,LAVANDA,LAVENDER,PLANTAS,2
663,LOTO,LOTUS,PLANTAS,2
664,MAIZ,CORN,PLANTAS,1
665,MALEZA,WEED,PLANTAS,2
666,MANZANO,APPLE TREE,PLANTAS,1
667,MARGARITA,DAISY,PLANTAS,2
668,MUSGO,MOSS,PLANTAS,2
669,NARANJO,ORANGE TREE,PLANTAS,1
670,NENUFAR,WATER LILY,PLANTAS,2
671,OLIVO,OLIVE TREE,PLANTAS,2
672,ORQUIDEA,ORCHID,PLANTAS,2
673,ORTIGA,NETTLE,PLANTAS,2
674,PALMA,PALM,PLANTAS,1
675,PALMERA,PALM TREE,PLANTAS,1
676,PAPIRO,PAPYRUS,PLANTAS,3
677,PASTO,GRASS,PLANTAS,1
678,PINA,PINEAPPLE,PLANTAS,1
679,PINO,PINE,PLANTAS,1
680,RAIZ,ROOT,PLANTAS,2
681,RAMA,BRANCH,PLANTAS,1
682,ROBLE,OAK,PLANTAS,2
683,ROSA,ROSE,PLANTAS,1
684,SAUCE,WILLOW,PLANTAS,2
685,SECOYA,SEQUOIA,PLANTAS,2
686,SEMILLA,SEED,PLANTAS,1
687,SETA,MUSHROOM,PLANTAS,2
688,TREBOL,CLOVER,PLANTAS,1
689,TRIGO,WHEAT,PLANTAS,2
690,TRONCO,TRUNK,PLANTAS,1
691,TULIPAN,TULIP,PLANTAS,1
692,VID,GRAPEVINE,PLANTAS,2
693,ANCLA,ANCHOR,PROFESIONES_SIMBOLO,1
694,BALANZA,SCALES,PROFESIONES_SIMBOLO,1
695,BATUTA,BATON,PROFESIONES_SIMBOLO,2
696,BOTIQUIN,FIRST AID KIT,PROFESIONES_SIMBOLO,1
697,BRUJULA,COMPASS,PROFESIONES_SIMBOLO,1
698,CAMARA FOTOGRAFICA,PHOTO CAMERA,PROFESIONES_SIMBOLO,1
699,CANA DE PESCAR,FISHING ROD,PROFESIONES_SIMBOLO,1
700,CASCO DE ASTRONAUTA,ASTRONAUT HELMET,PROFESIONES_SIMBOLO,1
701,CASCO DE CONSTRUCCION,HARD HAT,PROFESIONES_SIMBOLO,2
702,CASCO DE MINERO,MINER HELMET,PROFESIONES_SIMBOLO,2
703,CLAQUETA,CLAPPERBOARD,PROFESIONES_SIMBOLO,1
704,ESTETOSCOPIO,STETHOSCOPE,PROFESIONES_SIMBOLO,1
705,EXTINTOR,FIRE EXTINGUISHER,PROFESIONES_SIMBOLO,1
706,JERINGA,SYRINGE,PROFESIONES_SIMBOLO,1
707,LUPA,MAGNIFYING GLASS,PROFESIONES_SIMBOLO,1
708,MALETIN MEDICO,DOCTOR BAG,PROFESIONES_SIMBOLO,2
709,MARTILLO DE JUEZ,GAVEL,PROFESIONES_SIMBOLO,2
710,MARTILLO NEUMATICO,JACKHAMMER,PROFESIONES_SIMBOLO,2
711,MICROFONO,MICROPHONE,PROFESIONES_SIMBOLO,1
712,MICROSCOPIO,MICROSCOPE,PROFESIONES_SIMBOLO,1
713,PALETA DE PINTOR,PAINT PALETTE,PROFESIONES_SIMBOLO,2
714,RED DE PESCA,FISHING NET,PROFESIONES_SIMBOLO,2
715,SILBATO,WHISTLE,PROFESIONES_SIMBOLO,1
716,SOMBRERO DE CHEF,CHEF HAT,PROFESIONES_SIMBOLO,2
717,TELESCOPIO,TELESCOPE,PROFESIONES_SIMBOLO,1
718,TIJERA DE PELUQUERO,BARBER SCISSORS,PROFESIONES_SIMBOLO,2
719,TIMON,SHIP WHEEL,PROFESIONES_SIMBOLO,2
720,TRAJE ESPACIAL,SPACESUIT,PROFESIONES_SIMBOLO,2
721,TRIPODE,TRIPOD,PROFESIONES_SIMBOLO,2
722,ABRIGO,COAT,ROPA_ACCESORIOS,1
723,ANILLO,RING,ROPA_ACCESORIOS,1
724,ANTIFAZ,EYE MASK,ROPA_ACCESORIOS,1
725,ARETE,EARRING,ROPA_ACCESORIOS,2
726,BOINA,BERET,ROPA_ACCESORIOS,2
727,BOTA,BOOT,ROPA_ACCESORIOS,1
728,BOTAS DE LLUVIA,RAIN BOOTS,ROPA_ACCESORIOS,1
729,BUFANDA,SCARF,ROPA_ACCESORIOS,1
730,CALCETINES,SOCKS,ROPA_ACCESORIOS,2
731,CAMISA,SHIRT,ROPA_ACCESORIOS,1
732,CAMPERA,JACKET,ROPA_ACCESORIOS,1
733,CAPA,CAPE,ROPA_ACCESORIOS,1
734,CASCO,HELMET,ROPA_ACCESORIOS,1
735,CHALECO,VEST,ROPA_ACCESORIOS,2
736,CINTURON,BELT,ROPA_ACCESORIOS,1
737,COLLAR,NECKLACE,ROPA_ACCESORIOS,1
738,CORBATA,TIE,ROPA_ACCESORIOS,1
739,CORONA,CROWN,ROPA_ACCESORIOS,1
740,DELANTAL,APRON,ROPA_ACCESORIOS,1
741,FALDA,SKIRT,ROPA_ACCESORIOS,1
742,GAFAS DE SOL,SUNGLASSES,ROPA_ACCESORIOS,1
743,GORRA,CAP,ROPA_ACCESORIOS,1
744,GORRO DE BANO,SHOWER CAP,ROPA_ACCESORIOS,1
745,GORRO DE LANA,BEANIE,ROPA_ACCESORIOS,1
746,GUANTE,GLOVE,ROPA_ACCESORIOS,1
747,IMPERMEABLE,RAINCOAT,ROPA_ACCESORIOS,2
748,MASCARA,MASK,ROPA_ACCESORIOS,1
749,MEDIAS,STOCKINGS,ROPA_ACCESORIOS,2
750,PANTALON,PANTS,ROPA_ACCESORIOS,1
751,PANUELO,HANDKERCHIEF,ROPA_ACCESORIOS,2
752,PIJAMA,PAJAMAS,ROPA_ACCESORIOS,2
753,PONCHO,PONCHO,ROPA_ACCESORIOS,1
754,PULSERA,BRACELET,ROPA_ACCESORIOS,1
755,RELOJ DE PULSERA,WRISTWATCH,ROPA_ACCESORIOS,1
756,SANDALIA,SANDAL,ROPA_ACCESORIOS,2
757,SHORT,SHORTS,ROPA_ACCESORIOS,2
758,SOMBRERO,HAT,ROPA_ACCESORIOS,1
759,TIRANTES,SUSPENDERS,ROPA_ACCESORIOS,2
760,TRAJE,SUIT,ROPA_ACCESORIOS,2
761,TRAJE DE BANO,SWIMSUIT,ROPA_ACCESORIOS,1
762,UNIFORME,UNIFORM,ROPA_ACCESORIOS,2
763,VESTIDO,DRESS,ROPA_ACCESORIOS,1
764,ZAPATILLA,SNEAKER,ROPA_ACCESORIOS,1
765,ZAPATO,SHOE,ROPA_ACCESORIOS,1
766,ANTENA,ANTENNA,TECNOLOGIA,1
767,AURICULARES,HEADPHONES,TECNOLOGIA,1
768,CABLE,CABLE,TECNOLOGIA,1
769,CAJERO AUTOMATICO,ATM,TECNOLOGIA,1
770,CAMARA,CAMERA,TECNOLOGIA,1
771,CAMARA DE SEGURIDAD,SECURITY CAMERA,TECNOLOGIA,1
772,CARGADOR,CHARGER,TECNOLOGIA,2
773,CASETE,CASSETTE,TECNOLOGIA,1
774,CELULAR,CELL PHONE,TECNOLOGIA,1
775,COMPUTADORA,COMPUTER,TECNOLOGIA,1
776,CONSOLA,CONSOLE,TECNOLOGIA,2
777,CONTROL REMOTO,REMOTE CONTROL,TECNOLOGIA,1
778,DISCO COMPACTO,COMPACT DISC,TECNOLOGIA,1
779,DISCO DURO,HARD DRIVE,TECNOLOGIA,2
780,DRON,DRONE,TECNOLOGIA,1
781,ENCHUFE,PLUG,TECNOLOGIA,1
782,GPS,GPS,TECNOLOGIA,2
783,IMPRESORA,PRINTER,TECNOLOGIA,1
784,JOYSTICK,JOYSTICK,TECNOLOGIA,2
785,LAPTOP,LAPTOP,TECNOLOGIA,1
786,LINTERNA,FLASHLIGHT,TECNOLOGIA,1
787,MEMORIA USB,USB DRIVE,TECNOLOGIA,2
788,MODEM,MODEM,TECNOLOGIA,2
789,MOUSE,MOUSE,TECNOLOGIA,1
790,PANTALLA,SCREEN,TECNOLOGIA,1
791,PARLANTE,SPEAKER,TECNOLOGIA,1
792,PILA,BATTERY,TECNOLOGIA,1
793,PROYECTOR,PROJECTOR,TECNOLOGIA,1
794,RADIO,RADIO,TECNOLOGIA,1
795,ROBOT,ROBOT,TECNOLOGIA,1
796,ROUTER,ROUTER,TECNOLOGIA,2
797,SATELITE,SATELLITE,TECNOLOGIA,1
798,SEMAFORO,TRAFFIC LIGHT,TECNOLOGIA,1
799,TABLET,TABLET,TECNOLOGIA,1
800,TECLADO,KEYBOARD,TECNOLOGIA,1
801,TELEFONO,TELEPHONE,TECNOLOGIA,1
802,TELEVISOR,TELEVISION,TECNOLOGIA,1
803,TOCADISCOS,RECORD PLAYER,TECNOLOGIA,1
804,VINILO,VINYL RECORD,TECNOLOGIA,1
805,WALKIE TALKIE,WALKIE TALKIE,TECNOLOGIA,1
806,AMBULANCIA,AMBULANCE,VEHICULOS,2
807,APLANADORA,STEAMROLLER,VEHICULOS,2
808,AUTO,CAR,VEHICULOS,1
809,AUTOBUS,BUS,VEHICULOS,1
810,AVION,AIRPLANE,VEHICULOS,1
811,BARCO,SHIP,VEHICULOS,1
812,BICICLETA,BICYCLE,VEHICULOS,1
813,CAMION,TRUCK,VEHICULOS,1
814,CAMION DE BOMBEROS,FIRE TRUCK,VEHICULOS,1
815,CANOA,CANOE,VEHICULOS,2
816,CARRETA,WAGON,VEHICULOS,2
817,CARRETILLA,WHEELBARROW,VEHICULOS,2
818,CARRO DE GOLF,GOLF CART,VEHICULOS,2
819,CARROZA,FLOAT,VEHICULOS,2
820,CARRUAJE,CARRIAGE,VEHICULOS,2
821,COHETE,ROCKET,VEHICULOS,1
822,CUATRICICLO,QUAD BIKE,VEHICULOS,2
823,EXCAVADORA,EXCAVATOR,VEHICULOS,1
824,FERRY,FERRY,VEHICULOS,2
825,GLOBO AEROSTATICO,HOT AIR BALLOON,VEHICULOS,2
826,GRUA,CRANE,VEHICULOS,1
827,HELICOPTERO,HELICOPTER,VEHICULOS,1
828,HIDROAVION,SEAPLANE,VEHICULOS,2
829,JETSKI,JET SKI,VEHICULOS,1
830,KAYAK,KAYAK,VEHICULOS,2
831,LANCHA,MOTORBOAT,VEHICULOS,1
832,MONOPATIN,SCOOTER,VEHICULOS,1
833,MONORRIEL,MONORAIL,VEHICULOS,2
834,MONTACARGAS,FORKLIFT,VEHICULOS,2
835,MOTO,MOTORCYCLE,VEHICULOS,1
836,MOTONIEVE,SNOWMOBILE,VEHICULOS,2
837,PATINETA,SKATEBOARD,VEHICULOS,1
838,PATRULLA,POLICE CAR,VEHICULOS,2
839,SUBMARINO,SUBMARINE,VEHICULOS,1
840,TAXI,TAXI,VEHICULOS,1
841,TELEFERICO,CABLE CAR,VEHICULOS,2
842,TRACTOR,TRACTOR,VEHICULOS,1
843,TRANSATLANTICO,OCEAN LINER,VEHICULOS,2
844,TRANVIA,TRAM,VEHICULOS,2
845,TREN,TRAIN,VEHICULOS,1
846,TRICICLO,TRICYCLE,VEHICULOS,1
847,TRINEO,SLED,VEHICULOS,1
848,VELERO,SAILBOAT,VEHICULOS,2
849,YATE,YACHT,VEHICULOS,1
850,ZEPPELIN,ZEPPELIN,VEHICULOS,2
